Brand,Motor,Weight g,KV,Prop,T,Data Batt S,V,A,Thrust g,Efficiency,W,RPM,Min Prop,Max Prop,Stator Diameter,Stator height,Data P size,Data P pitch,Prop area,Stator Vol,Stator Volume/Prop Area ratio
Flashobby,A3110,87,900,HQ9050,70%,6,25.02,25.5,1992,3.39,587.7,11219,9,11,31,10,9,5,199.85948912206,23711.7245736172,118.64
Flashobby,A3110,87,900,HQ9050,80%,6,24.93,32.67,2394,2.94,814.4,12257,9,11,31,10,9,5,199.85948912206,23711.7245736172,118.64
Flashobby,A3110,87,900,HQ9050,90%,6,24.84,41.98,2709,2.6,1042.7,13005,9,11,31,10,9,5,199.85948912206,23711.7245736172,118.64
Flashobby,A3110,87,900,HQ9050,100%,6,24.75,51.55,2971,2.33,1275.9,13550,9,11,31,10,9,5,199.85948912206,23711.7245736172,118.64
Flashobby,A3112,103,900,HQ9050,50%,6,25,10.7,1347,5.04,267.5,9057,9,11,31,12,9,5,199.85948912206,28454.0694883406,142.37
Flashobby,A3112,103,900,HQ9050,60%,6,25,17.8,1936,4.35,445,10550,9,11,31,12,9,5,199.85948912206,28454.0694883406,142.37
Flashobby,A3112,103,900,HQ9050,70%,6,25,26.5,2409,3.64,662.5,11959,9,11,31,12,9,5,199.85948912206,28454.0694883406,142.37
Flashobby,A3112,103,900,HQ9050,80%,6,25,37.8,3023,3.2,945,13286,9,11,31,12,9,5,199.85948912206,28454.0694883406,142.37
Flashobby,A3112,103,900,HQ9050,90%,6,25,51.1,3675,2.88,1277.5,14637,9,11,31,12,9,5,199.85948912206,28454.0694883406,142.37
Flashobby,A3112,103,900,HQ9050,100%,6,25,61.2,4050,2.65,1530,15469,9,11,31,12,9,5,199.85948912206,28454.0694883406,142.37
Flashobby,A3115,117,900,FH1050,50%,6,25.12,11.93,1410,4.71,299.6,9027,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,FH1050,60%,6,25.06,19.03,1962,4.11,476.9,10479,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,FH1050,70%,6,24.97,28.37,2549,3.6,708.2,11803,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,FH1050,80%,6,24.86,39.52,3108,3.16,982.6,13011,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,FH1050,90%,6,24.75,51.76,3628,2.83,1280.9,13956,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,FH1050,100%,6,24.62,65.26,4074,2.54,1606.6,14691,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,GF1050,50%,6,25.12,12.58,1503,4.76,316.1,8941,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,GF1050,60%,6,25.05,19.88,2052,4.12,497.9,10378,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,GF1050,70%,6,24.96,29.69,2634,3.55,741.1,11647,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,GF1050,80%,6,24.85,41.05,3234,3.17,1020,12895,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,GF1050,90%,6,24.74,53.47,3760,2.84,1322.6,13713,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,GF1050,100%,6,24.6,66.94,4205,2.55,1646.9,14391,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,HQ1050,50%,6,25.1,14.29,1588,4.43,358.6,8678,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,HQ1050,60%,6,25.02,22.44,2146,3.82,561.3,10006,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,HQ1050,70%,6,24.98,32.94,2782,3.39,836.1,11162,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,HQ1050,80%,6,24.81,45.52,3295,2.92,1129,12134,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,HQ1050,90%,6,24.69,58.54,3736,2.59,1445.2,12825,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3115,117,900,HQ1050,100%,6,24.55,72.04,4079,2.31,1768.9,13363,9,12,31,15,10,5,246.740110027234,35567.5868604258,144.15
Flashobby,A3215,126,450,HQ1312,50%,6,25,8.9,965,4.34,222.5,3639,10,13,32,15,13,12,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1312,60%,6,25,13.4,1235,3.69,335,4152,10,13,32,15,13,12,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1312,70%,6,25,19.1,1512,3.17,477.5,4547,10,13,32,15,13,12,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1312,80%,6,25,26.1,2002,2.76,652.5,4954,10,13,32,15,13,12,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1312,90%,6,25,34.2,2062,2.41,855,5337,10,13,32,15,13,12,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1312,100%,6,25,46,2560,2.23,1150,5881,10,13,32,15,13,12,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1050,50%,6,25,2.5,509,8.14,62.5,5053,10,13,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,450,HQ1050,60%,6,25,4.1,735,7.17,102.5,5988,10,13,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,450,HQ1050,70%,6,25,6.1,973,6.38,152.5,6873,10,13,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,450,HQ1050,80%,6,25,8.4,1242,5.91,210,7748,10,13,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,450,HQ1050,90%,6,25,11.9,1543,5.19,297.5,8621,10,13,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,450,HQ1050,100%,6,25,15.5,1855,4.79,387.5,9414,10,13,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,450,HQ1309,50%,6,25,5.8,1041,7.18,145,4292,10,13,32,15,13,9,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1309,60%,6,25,9.5,1425,6,237.5,4995,10,13,32,15,13,9,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1309,70%,6,25,14,1815,5.19,350,5629,10,13,32,15,13,9,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1309,80%,6,25,19.3,2234,4.63,482.5,6214,10,13,32,15,13,9,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1309,90%,6,25,26.2,2657,4.06,655,6811,10,13,32,15,13,9,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,HQ1309,100%,6,25,33.4,3224,3.86,835,7531,10,13,32,15,13,9,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,GF1308,50%,6,25,4.8,900,7.5,120,4672,10,13,32,15,13,8,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,GF1308,60%,6,25,7.2,1246,6.92,180,5496,10,13,32,15,13,8,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,GF1308,70%,6,25,10.4,1629,6.27,260,6236,10,13,32,15,13,8,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,GF1308,80%,6,25,14.7,2040,5.55,367.5,6934,10,13,32,15,13,8,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,GF1308,90%,6,25,20.1,2504,4.98,502.5,7630,10,13,32,15,13,8,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,450,GF1308,100%,6,25,26.5,3003,4.53,662.5,8342,10,13,32,15,13,8,416.990785946025,37899.2809001831,90.89
Flashobby,A3215,126,920,GF9045-3R,50%,6,24,9.5,1187,5.21,228,9352,9,12,32,15,9,4.5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,GF9045-3R,60%,6,24,15.3,1646,4.48,367.2,11046,9,12,32,15,9,4.5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,GF9045-3R,70%,6,24,22.9,2197,4,549.6,12604,9,12,32,15,9,4.5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,GF9045-3R,80%,6,24,32.9,2853,3.61,789.6,14157,9,12,32,15,9,4.5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,GF9045-3R,90%,6,24,44.6,3362,3.14,1070.4,15594,9,12,32,15,9,4.5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,GF9045-3R,100%,6,24,53.5,3780,2.94,1284,16362,9,12,32,15,9,4.5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,HQ9050,50%,6,24,11.5,1254,4.88,276,9062,9,12,32,15,9,5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,HQ9050,60%,6,24,18.6,1873,4.2,446.4,10624,9,12,32,15,9,5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,HQ9050,70%,6,24,27.8,2507,3.76,667.2,11992,9,12,32,15,9,5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,HQ9050,80%,6,24,39.3,3112,3.3,943.2,13343,9,12,32,15,9,5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,HQ9050,90%,6,24,54.4,3805,2.91,1305.6,14629,9,12,32,15,9,5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,HQ9050,100%,6,24,65.4,4336,2.76,1569.6,15576,9,12,32,15,9,5,199.85948912206,37899.2809001831,189.63
Flashobby,A3215,126,920,GF1050-3R,50%,6,24,12.1,1505,5.18,290.4,9011,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,GF1050-3R,60%,6,24,19.6,2116,4.5,470.4,10624,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,GF1050-3R,70%,6,24,29.3,2729,3.88,703.2,11992,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,GF1050-3R,80%,6,24,41.7,3445,3.44,1000.8,13433,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,GF1050-3R,90%,6,24,57.9,4238,3.05,1389.6,14629,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,GF1050-3R,100%,6,24,69.6,4746,2.84,1670.4,15576,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,HQ1050-3R,50%,6,25,12.3,1492,4.85,307.5,9389,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,HQ1050-3R,60%,6,25,19.9,2043,4.11,497.5,10961,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,HQ1050-3R,70%,6,25,29.9,2660,3.56,747.5,12467,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,HQ1050-3R,80%,6,25,42.3,3356,3.17,1057.5,13787,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,HQ1050-3R,90%,6,25,59.6,4186,2.81,1490,15160,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A3215,126,920,HQ1050-3R,100%,6,25,70.3,4708,2.68,1757.5,16024,9,12,32,15,10,5,246.740110027234,37899.2809001831,153.6
Flashobby,A4214,246,380,GF1308,10.00%,6,24,0.184,279,6.309,4.4,859,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,20.00%,6,23.99,0.623,1207,8.082,14.9,1788,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,30.00%,6,23.99,1.437,2061,8.6,34.5,2708,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,40.00%,6,23.98,2.588,5128,8.278,62,3536,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,50.00%,6,23.96,4.434,7981,7.525,106.2,4393,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,60.00%,6,23.94,7.498,1167,6.508,179.5,5286,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,70.00%,6,23.92,11.142,1562,5.864,266.5,6106,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,80.00%,6,23.89,15.405,1976,5.37,368,6835,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,90.00%,6,23.85,20.898,2448,4.911,498.5,7572,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,100.00%,6,23.81,26.668,2885,4.544,635.1,8213,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,10.00%,6,24.01,0.18,239,5.539,4.3,847,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,20.00%,6,24,0.708,1251,7.367,17,1781,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,30.00%,6,23.99,1.668,3160,7.716,40.5,2664,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,40.00%,6,23.98,3.104,5413,7.278,74.4,3458,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,50.00%,6,23.96,5.481,8513,6.49,131.3,4293,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,60.00%,6,23.94,9.362,1251,5.585,224.1,5159,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,70.00%,6,23.91,13.856,1649,4.979,331.3,5924,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,80.00%,6,23.87,19.353,2104,4.555,462,6644,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,90.00%,6,23.83,25.502,2559,4.211,607.8,7287,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,100.00%,6,23.79,32.034,2994,3.929,762.1,7869,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,10.00%,6,24.01,0.183,250,5.719,4.4,845,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,20.00%,6,24.01,0.724,1323,7.612,17.4,1753,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,30.00%,6,24,1.771,3243,7.638,42.5,2622,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,40.00%,6,23.99,3.327,5976,7.496,79.8,3409,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,50.00%,6,23.96,5.905,9529,6.74,141.5,4228,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,60.00%,6,23.94,10.194,1372,5.626,244,5082,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,70.00%,6,23.91,15.05,1792,4.981,359.8,5814,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,80.00%,6,23.87,21.076,2245,4.463,503,6510,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,90.00%,6,23.82,27.726,2693,4.078,660.5,7129,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,100.00%,6,23.78,34.723,3119,3.778,825.6,7670,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,10.00%,8,31.99,0.204,366,5.603,6.5,1086,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,20.00%,8,31.99,0.772,2002,8.114,24.7,2308,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,30.00%,8,31.98,1.913,4895,8.005,61.2,3486,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,40.00%,8,31.97,3.672,8460,7.21,117.4,4538,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,50.00%,8,31.95,6.539,1316,6.305,208.9,5611,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,60.00%,8,31.93,10.046,1878,5.376,349.5,6684,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,70.00%,8,31.9,16.399,2492,4.765,523.1,7667,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,80.00%,8,31.86,24.304,3231,4.174,774.2,8686,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,90.00%,8,31.81,31.756,3852,3.813,1010.2,9454,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1308,100.00%,8,31.76,39.94,4470,3.525,1268.4,10132,12,14,42,14,13,8,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,10.00%,8,32,0.226,461,6.37,7.2,1095,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,20.00%,8,31.99,0.899,2160,7.511,28.8,2280,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,30.00%,8,31.98,2.284,5258,7.205,73,3399,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,40.00%,8,31.97,4.465,9106,6.383,142.7,4410,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,50.00%,8,31.95,8.06,1403,5.453,257.5,5444,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,60.00%,8,31.91,13.588,2003,4.62,433.7,6473,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,70.00%,8,31.88,20.116,2628,4.1,641.2,7383,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,80.00%,8,31.84,27.708,3266,3.703,882.2,8211,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,90.00%,8,31.77,37.837,3959,3.293,1202.3,8981,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,GF1310,100.00%,8,31.71,47.54,4536,3.009,1507.5,9582,12,14,42,14,13,10,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,10.00%,8,31.97,0.233,518,6.52,7.4,1095,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,20.00%,8,31.97,0.895,2397,7.817,30.7,2285,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,30.00%,8,31.95,2.124,4842,7.137,67.8,3414,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,40.00%,8,31.93,4.563,8421,6.705,144.8,4264,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,50.00%,8,31.9,7.872,1214,4.71,257.5,5767,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,60.00%,8,31.87,12.702,1845,4.603,400.7,6545,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,70.00%,8,31.84,18.65,2459,4.014,612.5,7234,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,80.00%,8,31.8,25.891,3075,3.693,832.7,7785,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,90.00%,8,31.75,33.426,3735,3.552,1051.4,8239,12,14,42,14,13,9,132.73,19396.19,146.13
Flashobby,A4214,246,380,HQ1309,100.00%,8,31.67,45.005,4582,2.834,1616.9,9299,12,14,42,14,13,9,132.73,19396.19,146.13
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,30%,3,12,0.52,29,4.65,6.24,11800,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,40%,3,12,0.9,46,4.26,10.8,14700,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,50%,3,12,1.32,64,4.04,15.84,17000,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,60%,3,12,1.92,81,3.52,23.04,19000,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,70%,3,12,2.6,100,3.21,31.2,21000,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,80%,3,12,3.45,126,3.04,41.4,22400,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,90%,3,12,4.3,143,2.77,51.6,24000,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3016-3,100%,3,12,5.17,154,2.48,62.04,25500,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,30%,3,12,0.4,26.7,5.56,4.8,12400,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,40%,3,12,0.8,41.6,4.33,9.6,15400,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,50%,3,12,1.2,59,4.1,14.4,18000,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,60%,3,12,1.7,77,3.77,20.4,20500,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,70%,3,12,2.4,98,3.4,28.8,23100,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,80%,3,12,3.2,129,3.36,38.4,25600,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,90%,3,12,4.1,146,2.97,49.2,27200,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1104,5.9,4300,GEMFAN 3018-2,100%,3,12,5.2,168,2.69,62.4,29700,3,4,11,4,3,1.8,7.06858347057703,380.132711084365,53.7777777777778
DarwinFPV,1504-3,9.2,3800,GF4019,10%,3,12,0.05,14,23.33,0.6,4400,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,20%,3,12,0.2,34,14.17,2.4,8000,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,30%,3,12,0.6,64,8.89,7.2,11400,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,40%,3,12,1.1,95,7.2,13.2,14400,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,50%,3,12,1.7,135,6.62,20.4,17000,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,60%,3,12,2.7,180,5.56,32.4,19100,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,70%,3,12,3.9,231,4.94,46.8,22000,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,80%,3,12,5.2,273,4.38,62.4,24600,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,90%,3,12,6.8,325,3.98,81.6,26400,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504-3,9.2,3800,GF4019,100%,3,12,8.1,369,3.8,97.2,28500,3,4,15,4,4,1.9,12.5663706143592,706.858347057703,56.25
DarwinFPV,1504,9.5,3600,GF3520,10%,3,16,0.1,8,5,1.6,6000,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,20%,4,16,0.4,30,4.69,6.4,10500,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,30%,4,16,0.9,61,4.24,14.4,14400,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,40%,4,16,1.5,95,3.96,24,17500,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,50%,4,16,2.4,137,3.57,38.4,20000,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,60%,4,16,3.8,188,3.09,60.8,23700,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,70%,4,16,5.3,234,2.76,84.8,26000,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,80%,4,16,7.1,298,2.62,113.6,28500,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,90%,4,16,8.9,323,2.27,142.4,29700,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,1504,9.5,3600,GF3520,100%,4,16,12.1,418,2.16,193.6,32000,3,4,15,4,3.5,2,9.62112750161874,706.858347057703,73.4693877551021
DarwinFPV,2006,20,2030,GFD90S,30%,6,24,1.1,107,4.05,26.4,13700,3,5,20,6,3.5,2,9.62112750161874,1884.95559215388,195.918367346939
DarwinFPV,2006,20,2030,GFD90S,40%,6,24,2,187,3.9,48,17000,3,5,20,6,3.5,2,9.62112750161874,1884.95559215388,195.918367346939
DarwinFPV,2006,20,2030,GFD90S,50%,6,24,3.4,277,3.39,81.6,20500,3,5,20,6,3.5,2,9.62112750161874,1884.95559215388,195.918367346939
DarwinFPV,2006,20,2030,GFD90S,60%,6,24,5.5,382,2.89,132,24700,3,5,20,6,3.5,2,9.62112750161874,1884.95559215388,195.918367346939
DarwinFPV,2006,20,2030,GFD90S,70%,6,24,7.7,491,2.66,184.8,27700,3,5,20,6,3.5,2,9.62112750161874,1884.95559215388,195.918367346939
DarwinFPV,2006,20,2030,GFD90S,80%,6,24,10.3,606,2.45,247.2,31000,3,5,20,6,3.5,2,9.62112750161874,1884.95559215388,195.918367346939
